,Hospital Name,State,District,Contact Details,Total Beds Available,Latitude,Longitude
1846,PHC ADAPUR,Bihar,EAST CHAMPARAN,9470003192,10,,
1847,PHC CHHAURADANO,Bihar,EAST CHAMPARAN,9470003189,10,,
1848,PHC CHIRAIYA,Bihar,EAST CHAMPARAN,9470003181,10,,
1849,PHC GHORASAHAN,Bihar,EAST CHAMPARAN,9470003187,10,,
1850,PHC HARSIDHI,Bihar,EAST CHAMPARAN,9470003186,10,,
1851,PHC KALYANPUR,Bihar,EAST CHAMPARAN,9470003188,10,25.20182,85.53395
1852,PHC KESHARIYA,Bihar,EAST CHAMPARAN,9470003172,10,,
1853,PHC MADHUBAN,Bihar,EAST CHAMPARAN,9470003185,10,26.50014,85.07103
1854,PHC MEHSI,Bihar,EAST CHAMPARAN,9470003173,10,,
1855,PHC PAHARPUR,Bihar,EAST CHAMPARAN,9470003174,10,,
1856,PHC PATAHI,Bihar,EAST CHAMPARAN,9470003177,10,,
1857,PHC RAMGARHWA,Bihar,EAST CHAMPARAN,9304364278,3,,
1858,PHC RAXAUL,Bihar,EAST CHAMPARAN,9470003196,25,,
1859,PHC SUGAULI,Bihar,EAST CHAMPARAN,9931807300,10,26.7612,84.74394
1860,PHC TURKAULIYA,Bihar,EAST CHAMPARAN,7992251747,10,,
1861,PHC BANJARIYA,Bihar,EAST CHAMPARAN,9525369094,5,,
1862,PHC BANKATWA,Bihar,EAST CHAMPARAN,9661705165,6,27.09341,84.09367
1863,PHC FENHARA,Bihar,EAST CHAMPARAN,9955666969,3,,
1864,PHC SANGRAMPUR,Bihar,EAST CHAMPARAN,9431643549,10,,
1865,SRP Hospital Raxaul,Bihar,EAST CHAMPARAN,6203447407,44,,
1866,PHC Kotwa,Bihar,EAST CHAMPARAN,7411134384,6,,
1867,SHARAN NURSING HOME,Bihar,EAST CHAMPARAN,9555635555,104,,
1868,MADAN RAJ NURSHING HOME,Bihar,EAST CHAMPARAN,9470042446,20,,
1869,MANI HOSPITAL,Bihar,EAST CHAMPARAN,9771505513,13,25.63457,85.11398
1870,DH Gaya,Bihar,GAYA,9470003263,10,24.67983,85.0028
1871,ANMCH Gaya,Bihar,GAYA,9431388153,171,,
1872,CHC Mahkar,Bihar,GAYA,9631402462,20,24.67983,85.0028
1873,Gaya Museum,Bihar,GAYA,6201716806,45,24.67983,85.0028
1874,Thawe Dait,Bihar,GOPALGANJ,9470003316,35,,
1875,"Paramedical Institute Girls Hostel, Hathua",Bihar,GOPALGANJ,9470003318,150,,
1876,"GNM School Girls Hostel, Hathua",Bihar,GOPALGANJ,9470003318,360,,
1877,CHC Sidhwaliya,Bihar,GOPALGANJ,9470003312,80,26.3084,84.6913
1878,"GNM Training Building , Hathua",Bihar,GOPALGANJ,9470003318,150,,
1879,"ANM School, Baikunthpur, Gopalganj",Bihar,GOPALGANJ,9470003306,100,26.41994,84.36762
1880,DCHC_DH_Jamui,Bihar,JAMUI,9470003342,122,,
1881,"Girls Hostel, GNM School, Mahuli, Gidhour",Bihar,JAMUI,8864008133,75,,
1882,"New Building of CHC, I.Aliganj",Bihar,JAMUI,9470003348,40,25.28978,85.52396
1883,"GNM Training School, Mahuligarh, Gidhour",Bihar,JAMUI,8864008133,100,,
1884,"Paramedical Institute, Mahuli, Gidhour",Bihar,JAMUI,8864008133,125,,
1885,Sadar Hospital (GNM School) Jehanabad,Bihar,JEHANABAD,9470003332,50,,
1886,"CHC SAKURABAD,RATNI",Bihar,JEHANABAD,9470003325,40,25.1529,84.8596
1887,CHC NEW BUILDING RATNI-FARIDPUR,Bihar,JEHANABAD,9470003325,30,25.2139,84.98575
1888,DH Kaimur,Bihar,KAIMUR,9470003362,45,,
1889,SDH MOHANIA,Bihar,KAIMUR,9470003361,36,25.16417,83.62333
1890,"ANM SCHOOL,SADAR",Bihar,KAIMUR,9470003362,30,26.286,80.8296
1891,"GNM SCHOOL ,KATRAKALA",Bihar,KAIMUR,947003361,150,26.286,80.8296
1892,"Reena Devi,Memorial Hospital Mohania",Bihar,KAIMUR,9304466001,30,,
1893,New Block office Bhabua,Bihar,KAIMUR,9470003362,150,,
1894,SDH BARSOI,Bihar,KATIHAR,9431667237,51,25.6191,87.9247
1895,ANM SCHOOL MANIHARI,Bihar,KATIHAR,8789110214,130,25.3389,87.62
1896,Katihar Medical College,Bihar,KATIHAR,9473248214,20,,
1897,Govt Raen Basera,Bihar,KATIHAR,9470003369,26,,
1898,KATIHAR MEDICAL COLLEGE,Bihar,KATIHAR,9473248214,80,,
1899,RADIENT HOSPITAL,Bihar,KATIHAR,7250109786,60,,
1900,"CHC, Barari",Bihar,KATIHAR,9470003375,20,25.54286,87.63958
1901,Dandkorha,Bihar,KATIHAR,9470003382,20,25.54286,87.63958
1902,CHC AZAMNAGAR,Bihar,KATIHAR,9470003372,20,25.5456,87.8294
1903,CHC Falka,Bihar,KATIHAR,9470003376,20,25.628,87.2775
1904,CHC Korha,Bihar,KATIHAR,9470003377,20,25.6085,87.3642
1905,CHC Kadwa,Bihar,KATIHAR,9470003385,20,25.6447,87.7382
1906,CHC Pranpur,Bihar,KATIHAR,9470003378,30,25.7244,87.5942
1907,CHC SAMELI,Bihar,KATIHAR,8969036027,20,25.6199,87.181
1908,ANM SCHOOL BARSOI,Bihar,KATIHAR,9431667237,100,25.6191,87.9247
1909,SDH MANIHARI,Bihar,KATIHAR,8789110214,51,25.3389,87.62
1910,GNM SCHOOL & HOSTEL,Bihar,KHAGARIA,9470003397,352,25.49224,86.69562
1911,GNM TRAINING SCHOOL,Bihar,KHAGARIA,9470003397,100,25.49224,86.69562
1912,MGM Medical College & Hospital Kishanganj,Bihar,KISHANGANJ,9102315663,120,26.10265,87.9686
1913,Rural Health Centre MGM Maheshbathna Kishanganj,Bihar,KISHANGANJ,6203367598,133,26.1022,87.9553
1914,Mahila ITI Veriadangi Kishaganj,Bihar,KISHANGANJ,9523472999,300,26.24845,87.9009
1915,Sadar Hospital,Bihar,SITAMARHI,9934988187,110,25.20483,85.51431
1916,"Sadar Hospital, Lakhisarai",Bihar,LAKHISARAI,9507209040,60,25.14728,86.08946
1917,PARA MEDICAL INSTITUTE,Bihar,LAKHISARAI,7033901456,306,25.15506,86.18536
1918,CHC HALSI,Bihar,LAKHISARAI,9470003415,50,25.0289,86.05445
1919,CHC Surajgarha,Bihar,LAKHISARAI,9470003418,50,25.2358,86.2239
1920,GNM School,Bihar,LAKHISARAI,7033901456,220,25.17992,86.09397
1921,MAMTA EMERGENCY HOSPITAL,Bihar,LAKHISARAI,7903624023,14,25.15506,86.18536
1922,Sudama Hospital,Bihar,LAKHISARAI,8789859665,15,25.17992,86.09397
1923,JKTMCH Madhepura,Bihar,MADHEPURA,7488447234,373,25.98109,86.79449
1924,"Minority Girls hostel , T.P. College Madhepura",Bihar,MADHEPURA,9431685789,100,25.18432,85.51789
1925,SDH Udakishunganj,Bihar,MADHEPURA,9470003428,100,25.18432,85.51789
1926,Mission Chritian Hospital Madhepura,Bihar,MADHEPURA,9431242584,55,25.90997,86.77646
1927,ANM TRANING SCHOOL JAINAGAR,Bihar,MADHUBANI,9470003436,135,26.77323,75.81589
1928,"ANM Training School, Jhanjharpur",Bihar,MADHUBANI,9470003455,135,26.34804,86.22727
1929,SDH Phulparas,Bihar,MADHUBANI,9431627857,48,26.34464,86.06931
1930,Madhubani Medical College,Bihar,MADHUBANI,9471860033,104,26.435,85.73499
1931,"GNM Traning School, Raghopur Balat, Rampatti, Rajnagar, Madhubani",Bihar,MADHUBANI,9470003451,210,26.34804,86.22727
1932,ANM Traning School Benipatti,Bihar,MADHUBANI,9470003448,135,26.44908,85.92412
1933,"DIET,Narar,Kaluahi",Bihar,MADHUBANI,9473369467,100,26.34804,86.22727
1934,"GNM TRANING SCHOOL,(Block-2), Raghopur Balat, RAMPATTI",Bihar,MADHUBANI,9470003451,125,26.34804,86.22727
1935,"Govt. Para Medical Institute, Raghopur Balat, Rajnagar, Madhubani",Bihar,MADHUBANI,9470003451,200,26.34804,86.22727
1936,"GNM, School, Sadar Munger",Bihar,MUNGER,8292568663,100,25.21616,86.52812
1937,APHC Belbihma Tarapur,Bihar,MUNGER,9470003464,20,25.21616,86.52812
1938,"ANM Training School , SDH Tarapur",Bihar,MUNGER,9470003464,50,25.21616,86.52812
1939,Queens Hostel-01,Bihar,MUNGER,9835009198,36,25.21616,86.52812
1940,B.R.C Asarganj,Bihar,MUNGER,9955182700,2,25.14711,86.6887
1941,PHC Bariarpur,Bihar,MUNGER,9470003461,2,25.21616,86.52812
1942,CHC Dharhara,Bihar,MUNGER,9470003459,10,25.21616,86.52812
1943,CHC Haweli Kharagpur,Bihar,MUNGER,7903486095,16,25.21616,86.52812
1944,"Yantrik Hostel,Jamalpur",Bihar,MUNGER,9835009198,30,25.21616,86.52812
1945,"Paramedical Institute, Sadar Munger",Bihar,MUNGER,8292568663,104,25.21616,86.52812
1946,Administrative Building G N M SCHOOL,Bihar,MUNGER,8292568663,60,25.21616,86.52812
1947,PHC TETIABAMBER,Bihar,MUNGER,9570257966,2,25.21616,86.52812
1948,CHC SANGRAMPUR,Bihar,MUNGER,9470003465,4,24.95289,86.59244
1949,New MCH Building,Bihar,MUZAFFARPUR,9955437600,106,26.15345,85.32406
1950,"SKMCH, Muzaffarpur",Bihar,MUZAFFARPUR,9431238837,263,26.16152,85.3907
1951,CHC AURAI,Bihar,MUZAFFARPUR,9470003493,10,26.31946,85.55092
1952,CHCBandra,Bihar,MUZAFFARPUR,7987245362,10,26.15345,85.32406
1953,CHC BOCHAHAN,Bihar,MUZAFFARPUR,9470003491,10,26.15729,85.42196
1954,CHC GAIGHAT,Bihar,MUZAFFARPUR,9470003492,10,25.0408,86.4934
1955,CHC KANTI,Bihar,MUZAFFARPUR,9470003501,10,26.2121,85.2982
1956,CHC KATRA,Bihar,MUZAFFARPUR,9470003488,10,26.21729,85.63986
1957,CHC KUDHANI,Bihar,MUZAFFARPUR,9470003485,10,26.15345,85.32406
1958,CHC MINAPUR,Bihar,MUZAFFARPUR,9470003494,10,26.2836,85.3108
1959,CHC MOTIPUR,Bihar,MUZAFFARPUR,9470003479,10,26.15345,85.32406
1960,CHC MURAUL,Bihar,MUZAFFARPUR,9470003499,10,26.15345,85.32406
1961,CHC MUSHAHARI,Bihar,MUZAFFARPUR,9470003472,10,26.07947,85.40698
1962,CHC PAROO,Bihar,MUZAFFARPUR,9470003498,10,26.15345,85.32406
1963,CHC SAHEBGANJ,Bihar,MUZAFFARPUR,9470003478,10,26.03421,85.13259
1964,RH SAKRA,Bihar,MUZAFFARPUR,9470003476,10,25.97849,85.54849
1965,CHC SARAIYA,Bihar,MUZAFFARPUR,9470003477,10,26.15345,85.32406
1966,BSEB Building,Bihar,MUZAFFARPUR,9955437600,240,25.2065,85.51695
1967,"VIIMS, Pawapuri Nalanda",Bihar,NALANDA,8521831415,113,25.1937,85.5208
1968,"Sadar Hospital, Bihar Sharif",Bihar,NALANDA,9470003506,40,25.1937,85.5208
1969,SDH Hilsa,Bihar,NALANDA,9470003502,10,25.1937,85.5208
1970,SDH Rajgir,Bihar,NALANDA,9470003525,10,25.1937,85.5208
1971,Bidi Hospital Biharsharif,Bihar,NALANDA,8809003167,100,25.1937,85.5208
1972,Jeevan Jyoti Supar Speciality Hospital Biharsharif,Bihar,NALANDA,6299388630,25,25.1937,85.5208
1973,S G Hospital College More Baradri Biharharif,Bihar,NALANDA,9204503241,22,25.1937,85.5208
1974,Ranjay Institute of Medical Science PVT. Biharsharif,Bihar,NALANDA,8210765381,50,25.1937,85.5208
1975,"Kumar Hospital, Khandakpar, Biharsharif",Bihar,NALANDA,7004733182,20,25.1937,85.5208
1976,RH Kalyan Bigha,Bihar,NALANDA,9199130972,10,25.38887,85.50355
1977,Covid Hospital,Bihar,NALANDA,9608828306,18,25.1937,85.5208
1978,DIVYA JYOTI HOSPITAL,Bihar,NALANDA,9560834452,20,25.1937,85.5208
1979,DH Nawada,Bihar,NAWADA,9431417332,60,24.83796,85.41762
1980,SDH Rajauli,Bihar,NAWADA,9955453707,75,24.64469,85.49732
1981,CHC KHANWA,Bihar,NAWADA,9,30,24.87781,85.53457
1982,CHC AKBARPUR,Bihar,NAWADA,8340608260,20,24.87781,85.53457
1983,SDH Masaurhi,Bihar,PATNA,9431077657,25,25.35088,85.03417
1984,PMCH,Bihar,PATNA,6122304104,119,25.59776,85.20699
1985,NMCH,Bihar,PATNA,9470003568,120,25.59776,85.20699
1986,IGIMS Patna,Bihar,PATNA,7461937625,360,25.30672,85.84282
1987,SDH-Barh,Bihar,PATNA,9431065114,30,25.59776,85.20699
1988,HOTEL PATLIPUTRA ASHOKA,Bihar,PATNA,9304883884,152,25.63914,85.11038
1989,DIET CENTER BIKRAM,Bihar,PATNA,9470611648,80,25.44611,84.86392
1990,PATLIPUTRA SPORTS COMPLEX,Bihar,PATNA,9431077657,110,25.63914,85.11038
1991,"KANGANGHAT, TOURIST INFORMATION CENTER, PATNA CITY",Bihar,PATNA,9470003583,100,25.59776,85.20699
1992,SHRI SAI HOSPITAL,Madhya Pradesh,Bhopal,9131284985,82,23.4979,77.39304
1993,R N Superspeciality Hospital & Research Centre Pvt. Ltd,Bihar,PATNA,9835491081,27,25.59776,85.20699
1994,Medipark Hospital,Bihar,PATNA,9982451515,165,25.59776,85.20699
1995,RAJESHWAR HOSPITAL,Bihar,PATNA,9334558300,138,25.59776,85.20699
1996,Holy Promise Hospital,Bihar,PATNA,7739849955,66,25.59776,85.20699
1997,Ruban Memorial Hospital Patliputra Patna,Bihar,PATNA,8873037800,252,25.63914,85.11038
1998,CNS HOSPITAL,Bihar,PATNA,7260876876,28,25.59776,85.20699
1999,Sahyog Hospital Patliputra Colony,Bihar,PATNA,9430955477,51,25.63037,85.10366
2000,Arvind Hospital Pvt Ltd Ashok Raj Patna-4,Bihar,PATNA,9308517988,43,25.61375,85.19183
2001,Sri Raj Trust Hospital,Bihar,PATNA,9162413233,35,25.59776,85.20699
2002,Shri Murlidhar Memorial Nursing Home,Bihar,PATNA,9955706874,41,25.59776,85.20699
2003,JAGDISH MEMORIAL HOSPITAL PVT LTD,Bihar,PATNA,9263631220,31,25.59776,85.20699
2004,K.P.SINHA MEMORIAL SUPER SPECIALTY HOSPITAL,Bihar,PATNA,9496261178,39,25.59776,85.20699
2005,Paras HMRI Hospital,Bihar,PATNA,7360008351,289,25.59776,85.20699
2006,BIG APOLLO SPECTRA HOSPITALS,Bihar,PATNA,9771499926,77,25.59776,85.20699
2007,Mediversal Multi Super Speciality Hospital,Bihar,PATNA,9679885104,60,25.59776,85.20699
2008,Doctors For You,Bihar,PATNA,7367930813,50,25.59776,85.20699
2009,BUDDHA CANCER CENTER PRIVATE LIMITED,Bihar,PATNA,9934107121,26,25.61888,85.12448
2010,Capital Multispeciality Hospital,Bihar,PATNA,7488379427,51,25.59776,85.20699
2011,Ford Hospital and Research Center Pvt. Ltd,Bihar,PATNA,9102698977,120,25.59776,85.20699
2012,Medizone Hospital,Bihar,PATNA,9234001214,64,25.59776,85.20699
2013,Udyan Hospital,Bihar,PATNA,9431020459,55,25.59776,85.20699
2014,Samay Hospital,Bihar,PATNA,9297911121,85,25.59776,85.20699
2015,Samarpan Hospital,Bihar,PATNA,9304111833,53,25.59776,85.20699
2016,Asian City Hospital,Bihar,PATNA,7260802006,80,25.57787,85.07003
2017,Himalaya Hospital,Bihar,PATNA,8210551053,15,25.59776,85.20699
2018,ANANDITA HOSPITAL,Bihar,PATNA,7739290418,23,25.59776,85.20699
2019,SS HOSPITAL ANISABAD,Bihar,PATNA,9308437254,40,25.57751,85.09297
2020,AYUSHMAN CARE HOSPITAL,Bihar,PATNA,9135582078,12,25.59776,85.20699
2021,SATYADEV SUPER SPECIALITY HOSPITAL,Bihar,PATNA,6207909132,9,25.59776,85.20699
2022,SUN HOSPITAL,Bihar,PATNA,8678850004,46,25.59776,85.20699
2023,KURJI HOLY FAMILY HOSPITAL,Bihar,PATNA,6122262540,36,25.63761,85.11055
2024,TARA HOSPITAL & MRC PVT LTD,Bihar,PATNA,8873037320,29,25.59776,85.20699
2025,SATYAVRAT HOSPITAL,Bihar,PATNA,9771471836,29,25.59776,85.20699
2026,ASIA HOSPITAL,Bihar,PATNA,7479556074,80,25.59776,85.20699
2027,PALIKA VINAYAK HOSPITAL PVT LTD,Bihar,PATNA,9751000027,47,25.59776,85.20699
2028,MEDAZ SUPER SPECIALITY HOSPITAL PVT LTD,Bihar,PATNA,9117600600,51,25.59776,85.20699
2029,SPARSH HERITAGE HOSPITAL,Bihar,PATNA,9334113317,35,25.59776,85.20699
2030,NEW MAX CARE HOSPITAL,Bihar,PATNA,9693244155,18,25.59776,85.20699
2031,BUDDHA HOSPITAL,Bihar,PATNA,7762919191,64,25.59776,85.20699
2032,Advance Neuro Hospital,Bihar,PATNA,9304996620,63,25.59776,85.20699
2033,Apollo Trauma Center,Bihar,PATNA,9334140384,35,25.59776,85.20699
2034,Arogyam Emergency Hospital,Bihar,PATNA,9386747206,29,25.59776,85.20699
2035,EARTH EMERGENCY HOSPITAL,Bihar,PATNA,9304003656,39,25.59776,85.20699
2036,Gangotri Emergency Hospital,Bihar,PATNA,9905015052,17,25.59776,85.20699
2037,ISHWAR DAYAL MEMORIAL HOSPITAL,Bihar,PATNA,9955997474,40,25.59776,85.20699
2038,LUV ACADEMY OF MEDICAL SCIENCE,Bihar,PATNA,9661111567,69,25.59776,85.20699
2039,MR Hospital,Bihar,PATNA,9934490027,43,25.59776,85.20699
2040,Pulse Emergency Hospital,Bihar,PATNA,9525119111,54,25.59776,85.20699
2041,ROYAL HOSPITAL,Bihar,PATNA,9572634786,20,25.59776,85.20699
2042,SRI RAM HOSPITAL,Bihar,PATNA,9431034133,101,25.59776,85.20699
2043,SUSHRUTA HOSPITAL,Bihar,PATNA,9955211339,18,25.59776,85.20699
2044,UDHARAN HOSPITAL,Bihar,PATNA,7992325143,16,25.59776,85.20699
2045,"ESIC, BIHTA",Bihar,PATNA,9334853115,60,25.59776,85.20699
2046,PATLIPUTRA MULTI PLUS,Bihar,PATNA,7250015786,82,25.63914,85.11038
2047,"JUDGES QUARTER 42, HARDING ROAD, PATNA",Bihar,PATNA,8800332718,100,25.59776,85.20699
2048,MAHAVIR AROGYA SANSTHAN,Bihar,PATNA,7549884701,27,25.59776,85.20699
2049,SRIRAM SUPER SPECIALITY & REFERRAL HOSPITAL,Bihar,PATNA,9431456338,30,,
2050,PHC Athmalgola,Bihar,PATNA,9470003616,2,25.59776,85.20699
2051,PHC Belchi,Bihar,PATNA,9470003614,2,25.59776,85.20699
2052,PHC Daniyawan,Bihar,PATNA,9470003609,2,25.43358,85.29147
2053,PHC Dulhinbazar,Bihar,PATNA,9470003611,2,25.59776,85.20699
2054,PHC Khusrupur,Bihar,PATNA,9470003615,2,25.59776,85.20699
2055,PHC Maner,Bihar,PATNA,9470003592,2,25.64771,84.87518
2056,PHC Pandarak,Bihar,PATNA,9470003607,2,25.59776,85.20699
2057,PHC Punpun,Bihar,PATNA,9470003598,2,25.49575,85.10491
2058,PHC Sampatchak,Bihar,PATNA,9470003608,2,25.59776,85.20699
2059,RH Bihta,Bihar,PATNA,9470003596,5,25.55938,84.87057
2060,RH Mokama,Bihar,PATNA,9973025175,5,25.59776,85.20699
2061,RH Naubatpur,Bihar,PATNA,9470003605,5,,
2062,CHC Bakhtiarpur,Bihar,PATNA,9470003594,5,,
2063,CHC Dhanarua,Bihar,PATNA,9470003595,5,,
2064,CHC Fatuha,Bihar,PATNA,9470003555,5,,
2065,CHC Phulwarisharif,Bihar,PATNA,9470003591,5,,
2066,PHC Maranchi,Bihar,PATNA,9470003597,2,,
2067,GOVT. MEDICAL COLLEGE & HOSPITAL PURNEA,Bihar,PURNIA,7903302043,115,,
2068,Sub Divisional Hospital Dhamdaha.,Bihar,PURNIA,7739649836,55,25.73706,87.17971
2069,Sub Divisional Hospital Banmankhi.,Bihar,PURNIA,9470003629,18,25.89061,87.19446
2070,ANM SCHOOL BANMANKHI,Bihar,PURNIA,8935840498,175,25.89061,87.19446
2071,Max-7 Hospital Purnea,Bihar,PURNIA,9431230052,27,25.71089,87.44942
2072,"Galaxy Heart Hospital, Purnea",Bihar,PURNIA,9431291930,22,25.79246,87.49976
2073,"Christian Medical Centre & Hospital, Purnea",Bihar,PURNIA,9748899525,20,,
2074,"K.K. Hospital, Purnea",Bihar,PURNIA,7004406669,6,25.79246,87.49976
2075,"Sadbhavna Hospital, Purnea",Bihar,PURNIA,8872869658,18,25.79246,87.49976
2076,Max-7 Hospital,Bihar,PURNIA,9431230052,57,,
2077,DELHI HEART CARE HOSPITAL,Bihar,PURNIA,7319718727,7,,
2078,JANTA HOSPITAL,Bihar,PURNIA,9661595297,5,25.79246,87.49976
2079,Sadar Hospital Sasaram (Para Medical Boys Hostel),Bihar,ROHTAS,9431677866,42,,
2080,SDH Bikramganj,Bihar,ROHTAS,9470003648,50,25.22198,84.26531
2081,SDH Dehri,Bihar,ROHTAS,9006379344,50,,
2082,Narayan Medical College & Hospital Jamuhar,Bihar,ROHTAS,8578003027,200,,
2083,ANM Training School Bikramganj,Bihar,ROHTAS,9470003648,60,25.22484,84.26977
2084,PARA MEDICAL SCHOOL (FEMALE HOSTEL),Bihar,ROHTAS,9470003652,68,,
2085,NARAYAN MEDICAL COLLEGE JAMUHAR,Bihar,ROHTAS,8578003027,150,,
2086,GEMS MULTI SPECIALITY HOSPITAL,Bihar,ROHTAS,9546240583,27,,
2087,paramedical collage,Bihar,SAHARSA,9711172723,100,,
2088,Dist. Hospital,Bihar,SAHARSA,7004017676,24,,
2089,District Hospital saharsa ICU,Bihar,SAHARSA,9470003664,8,,
2090,SDH Simri Bakhtiyarpiur,Bihar,SAHARSA,9470003664,60,,
2091,Paramedical collage,Bihar,SAHARSA,9470003664,100,,
2092,SURYA HOSPITAL SAHARSA,Bihar,SAHARSA,9334999421,36,,
2093,pranjal hospital,Bihar,SAHARSA,8521227324,4,,
2094,"Shree Narayana medical Collage and hospital,Mahavir Nagar,Bherdhari Saharsa",Bihar,SAHARSA,7762883750,20,,
2095,"Shiv Durga Clinic and Hospital , Purana Rice Mil",Bihar,SAHARSA,9711172723,5,,
2096,Gayatri Nursing Home,Bihar,SAHARSA,9430033093,20,,
2097,Diabetic & heart Care Centre,Bihar,SAHARSA,7543008246,7,,
2098,meena nursing home,Bihar,SAHARSA,7004163060,10,,
2099,Lord Budha Koshi Medical Collage & Hospital Saharsa,Bihar,SAHARSA,9431243204,20,,
2100,Ayush Nursing Home Naya Bazar Saharsa,Bihar,SAHARSA,9999999999,20,,
2101,Arogya Mandir Ney Colony Saharsa,Bihar,SAHARSA,8292480109,36,,
2102,SAHARSA SATYAM HOSPITAL Pvt. Ltd.,Bihar,SAHARSA,9431243118,12,,
2103,ANM Training School Hostel SDH Rosera,Bihar,SAMASTIPUR,9470003682,60,25.7549,86.0316
2104,"ANM Training School, Rosera",Bihar,SAMASTIPUR,9470003682,50,,
2105,"ANM Training School,Dalsinghsarai",Bihar,SAMASTIPUR,9934629807,50,,
2106,SDH Pusa,Bihar,SAMASTIPUR,9470003684,30,25.9862,85.6796
2107,"ANM Training School, Patori",Bihar,SAMASTIPUR,7004652310,60,,
2108,APHC Mordiva,Bihar,SAMASTIPUR,8709121280,15,,
2109,Hostel Building ANM School Dalsingsarai,Bihar,SAMASTIPUR,9470003683,60,25.66932,85.83563
2110,DCHC Sadar Hospital Samastipur,Bihar,SAMASTIPUR,9470003681,29,,
2111,"ANM Training School Hostel, Patori",Bihar,SAMASTIPUR,7004652310,50,,
2112,Sanjeevani Hospital Adarsh Nagar,Bihar,SAMASTIPUR,9525465655,10,25.85098,85.7705
2113,RAJ HOSPITAL SAMASTIPUR,Bihar,SAMASTIPUR,9431227000,32,25.75561,86.02364
2114,GNM School Sadar Hospital- Administrative Block,Bihar,SARAN,9470003711,75,,
2115,Paramedical Institute Boys Hostel Chhapra,Bihar,SARAN,9470003711,50,,
2116,ANM SCHOOL SONEPUR,Bihar,SARAN,9905777786,30,25.69777,85.15695
2117,GNM Institute- Hostel Block,Bihar,SARAN,9470003711,20,,
2118,Para Medical Institute Administrative & Girls Hostel Block,Bihar,SARAN,9470003711,20,,
2119,SPARSH HOSPITAL,Bihar,SARAN,8709584879,26,,
2120,"Govt. Quarter - Jakhraj Sthan, Sheikhpura",Bihar,SHEIKHPURA,7488690464,100,25.13472,85.86246
2121,"B2, Staff Quarter, Jakhraj Sthan, Sheikhpura",Bihar,SHEIKHPURA,7488690464,50,25.12696,85.8068
2122,"Girls Hostel, DIET, Sheohar",Bihar,SHEOHAR,7541896153,100,,
2123,Saroja Sitaram Sadar Hospital Sheohar,Bihar,SHEOHAR,9155182803,20,,
2124,"Mahila ITI, Shanti Nagar, Dumra, Mob-8544402048",Bihar,SITAMARHI,9771944504,200,26.57491,85.5858
2125,CHC RIGA,Bihar,SITAMARHI,9470003762,20,26.65749,85.43296
2126,CHC BAIRGANIYA,Bihar,SITAMARHI,9955152525,20,26.57491,85.5858
2127,CHC BAJPATTI,Bihar,SITAMARHI,9470003755,20,26.57491,85.5858
2128,CHC BATHNAHA,Bihar,SITAMARHI,9470003463,20,26.64855,85.62009
2129,SDH BELSAND,Bihar,SITAMARHI,9470003759,60,26.57491,85.5858
2130,CHC BOKHRA,Bihar,SITAMARHI,9470403786,21,26.57491,85.5858
2131,CHC CHORAUT,Bihar,SITAMARHI,9973337467,20,26.53265,85.79382
2132,R H MAJORGANJ,Bihar,SITAMARHI,9470003758,15,26.76132,85.45068
2133,CHC NANPUR,Bihar,SITAMARHI,8825136603,20,26.3384,85.6288
2134,CHC PARIHAR,Bihar,SITAMARHI,9470003760,20,26.57491,85.5858
2135,PHC PARSAUNI,Bihar,SITAMARHI,7903868401,5,26.57491,85.5858
2136,PHC PUPRI,Bihar,SITAMARHI,9470003749,10,26.47073,85.70172
2137,CHC RUNISAIDPUR,Bihar,SITAMARHI,9470003753,20,26.57491,85.5858
2138,CHC SONBARSA,Bihar,SITAMARHI,9470003764,20,26.84693,85.58035
2139,CHC SUPPI,Bihar,SITAMARHI,6200480701,20,26.57491,85.5858
2140,CHC SURSAND,Bihar,SITAMARHI,9470003754,20,26.64472,85.72243
